job_id,created_by,order_id,recurring_id,recurring_count,partner_order_id,team_id,vertical,merchant_id,geofence,tags,auto_assignment,dispatcher_id,job_hash,has_pickup,has_delivery,is_routed,pickup_delivery_relationship,job_description,job_pickup_datetime,job_delivery_datetime,job_pickup_latitude,job_pickup_longitude,job_latitude,job_longitude,creation_datetime,fleet_id,first_fleet_id,user_id,fleet_rating,customer_comment,is_customer_rated,customer_id,arrived_datetime,started_datetime,completed_datetime,acknowledged_datetime,job_status,is_active,job_type,completed_by_admin,open_tracking_link,timezone,job_time,job_date,job_time_utc,job_date_utc,total_distance_travelled,form_id,customer_rating,driver_comment,remarks,barcode,ride_type,matched_pickup_delivery_relationship,is_return_task,insurance_amount,upto_limit,is_package_insured,old_pickup_address,old_pickup_lattitude,old_pickup_longitude,total_amount,payment_method,is_last_delivery,subtotal_amount,total_insurance_amount,total_discount,total_amount_for_all_tasks,total_no_of_tasks,incident_marked_at,incident_marked_at_latitude,incident_marked_at_longitude,is_schedule_task,unique_order_id,service_charge_amount,admin_amount,is_pickup_completed_before,benefit_type,promo_value,old_payment_method,is_job_edited,amount_for_first_task,delivery_completed_by,is_cod_job,cash_handling_charges,cash_handling_percentage,parcel_amount,kwister_cash_handling_charge,delivery_charge_by_buyer,delivery_charge,outstanding_amount,net_processed_amount,surge_cost,surge_type,task_history_image,order_payable_amount,pricing_amount,actual_order_payable_amount,cancellation_reason,cancellation_charges,is_refund_enable,refund_amount,vehicle_id,delivery_instruction,loaders_amount,delivery_images,is_paid,loaders_count,sareaId,cashback,card_type,reason_type
134779,4,4769,0,0,NULL,1,0,0,0,NULL,2,NULL,4573865147545774c530eb54a2c9325b,1,1,0,13477916154829960003722,,"2021-03-12 08:00:00","0000-00-00 00:00:00",6.4372171,3.5200508,6.4372171,3.5200508,"2021-03-11 17:16:36",1840,1840,1,0,NULL,0,NULL,"2021-03-12 08:12:37","2021-03-12 07:17:32","2021-03-12 08:14:26","2021-03-12 07:08:58",2,1,0,0,0,-60,"2021-03-12 08:00:00",2021-03-12,"2021-03-12 07:00:00",2021-03-12,8825,1,1.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1600.00,32,0,1553.800,0.000,0.000,1600.00,1,NULL,NULL,NULL,1,134779CK172,0.00,320.00,1,NULL,NULL,NULL,0,1553.80,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1600.00,800.00,1600.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,160.00,1,0
134780,4,4769,0,0,NULL,1,0,0,0,NULL,2,NULL,bd9430d75b4adafbbaf5418b7f805966,1,1,0,13477916154829960003722,,"0000-00-00 00:00:00","2021-03-12 08:25:00",6.451080000000001,3.6118606,6.451080000000001,3.6118606,"2021-03-11 17:16:36",1840,1840,1,0,NULL,0,NULL,"2021-03-12 08:48:20","2021-03-12 08:48:16","2021-03-12 08:54:54","2021-03-12 07:08:58",2,1,1,0,0,-60,"2021-03-12 08:25:00",2021-03-12,"2021-03-12 07:25:00",2021-03-12,417,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1600.00,32,1,1553.800,0.000,0.000,1600.00,1,NULL,NULL,NULL,1,134779CK172,0.00,320.00,1,NULL,NULL,NULL,0,1553.80,1840,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.4372171,3.5200508&markers=color:red%7C6.451080000000001,3.6118606",1600.00,800.00,1600.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,160.00,1,0
134793,4,14763,0,0,NULL,1,0,0,0,,0,NULL,44acab08ec4965b381f55b854b9ae63d,1,1,0,13479316154857180415123,,"2021-03-12 08:00:00","0000-00-00 00:00:00",6.4479112,3.3028446,6.4479112,3.3028446,"2021-03-11 18:01:58",1905,1905,1,0,NULL,0,49578,"2021-03-12 08:22:47","2021-03-12 07:15:47","2021-03-12 08:33:45","2021-03-12 07:12:02",2,1,0,0,2,-60,"2021-03-12 08:00:00",2021-03-12,"2021-03-12 07:00:00",2021-03-12,18382,1,2.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,0.00,2097152,0,1860.200,0.000,0.000,0.00,1,NULL,NULL,NULL,0,134793CK179,0.00,380.00,1,NULL,NULL,NULL,0,1860.20,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1900.00,950.00,1900.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134794,4,14763,0,0,NULL,1,0,0,0,,0,NULL,b3ec11f5327bdf7fda743cd037b02f9a,1,1,0,13479316154857180415123,,"0000-00-00 00:00:00","2021-03-12 08:30:00",,,6.510530599999999,3.3550533,"2021-03-11 18:01:58",1905,1905,1,0,NULL,0,49582,"2021-03-12 09:18:58","2021-03-12 08:33:55","2021-03-12 09:19:51","2021-03-12 07:12:02",2,1,1,0,0,-60,"2021-03-12 08:30:00",2021-03-12,"2021-03-12 07:30:00",2021-03-12,16993,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,0.00,2097152,1,1860.200,0.000,0.000,0.00,1,NULL,NULL,NULL,0,134793CK179,0.00,380.00,1,NULL,NULL,NULL,0,1860.20,1905,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.4479112,3.3028446&markers=color:red%7C6.510530599999999,3.3550533",1900.00,950.00,1900.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134795,4,29163,0,0,NULL,1,0,0,0,,0,NULL,57514f6ff0b87d05cb0ef0f4f3f4dce7,1,1,0,13479516154858025326320,,"2021-03-12 11:00:00","0000-00-00 00:00:00",6.4562513,3.3851771,6.4562513,3.3851771,"2021-03-11 18:03:22",1905,1905,1,0,NULL,0,48731,"2021-03-12 10:27:00","2021-03-12 09:53:09","2021-03-12 10:31:38","2021-03-12 09:50:31",2,1,0,0,0,-60,"2021-03-12 11:00:00",2021-03-12,"2021-03-12 10:00:00",2021-03-12,7605,1,2.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,2000.00,8,0,1973.900,0.000,0.000,2000.00,1,NULL,NULL,NULL,1,134795CK180,0.00,400.00,1,NULL,NULL,NULL,0,1973.90,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,2000.00,1000.00,2000.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134796,4,29163,0,0,NULL,1,0,0,0,,0,NULL,362da4f85014c6d731f440c0062d26f1,1,1,0,13479516154858025326320,,"0000-00-00 00:00:00","2021-03-12 13:00:00",,,6.440703399999999,3.5451513,"2021-03-11 18:03:22",1905,1905,1,0,NULL,0,49605,"2021-03-12 11:27:54","2021-03-12 11:27:51","2021-03-12 11:28:00","2021-03-12 09:50:31",2,1,1,0,0,-60,"2021-03-12 13:00:00",2021-03-12,"2021-03-12 12:00:00",2021-03-12,0,1,1.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,2000.00,8,1,1973.900,0.000,0.000,2000.00,1,NULL,NULL,NULL,1,134795CK180,0.00,400.00,1,NULL,NULL,NULL,0,1973.90,1905,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.4562513,3.3851771&markers=color:red%7C6.440703399999999,3.5451513",2000.00,1000.00,2000.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134797,3,35563,0,0,NULL,7,0,0,0,,0,NULL,30692f9c6dec5f37b738342bf34c45b4,1,1,0,13479716154875225248910,,"2021-03-12 14:00:00","0000-00-00 00:00:00",6.6147331,3.9996296,6.6147331,3.9996296,"2021-03-11 18:32:02",NULL,NULL,1,0,NULL,0,48667,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",6,1,0,0,1,-60,"2021-03-12 14:00:00",2021-03-12,"2021-03-12 13:00:00",2021-03-12,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,37600.00,262144,0,37508.000,0.000,0.000,37600.00,1,NULL,NULL,NULL,1,134797CK181,0.00,0.00,0,NULL,NULL,NULL,0,37508.00,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,37600.00,0.00,37600.00,NULL,0.00,0,0.00,4,"You are to pick 60 to 90 small bags of cucumber. 
Comprehensive Pick Up Address: Mr. Nwokedi Farms, After mangoes bus stop, Yewa road Odo-egiri off ODOMOLA (through Westab road), Epe, Lagos State.(Contact person is Mr Mike; 08029577779). 
Delivery Address: Iyana Oba bus stop or market (Contact person is Alfa; 08081341276 or 09065221574).
If you encounter any challenges call:  08037748242",0.00,,0,0,1,0.00,0,0
134798,3,35563,0,0,NULL,7,0,0,0,NULL,0,NULL,8be1b6d9f53fbe5ab93143c6ee959373,1,1,0,13479716154875225248910,NULL,"0000-00-00 00:00:00","2021-03-12 14:30:00",6.460369,3.204947,6.460369,3.204947,"2021-03-11 18:32:02",NULL,NULL,1,0,NULL,0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",6,1,1,0,0,-60,"2021-03-12 14:30:00",2021-03-12,"2021-03-12 13:30:00",2021-03-12,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,37600.00,262144,0,37508.000,0.000,0.000,37600.00,1,NULL,NULL,NULL,1,134797CK181,0.00,0.00,0,NULL,NULL,NULL,0,37508.00,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,37600.00,0.00,37600.00,NULL,0.00,0,0.00,4,"You are to pick 60 to 90 small bags of cucumber. 
Comprehensive Pick Up Address: Mr. Nwokedi Farms, After mangoes bus stop, Yewa road Odo-egiri off ODOMOLA (through Westab road), Epe, Lagos State.(Contact person is Mr Mike; 08029577779). 
Delivery Address: Iyana Oba bus stop or market (Contact person is Alfa; 08081341276 or 09065221574).
If you encounter any challenges call:  08037748242",0.00,,0,0,1,0.00,0,0
134799,4,4862,0,0,NULL,1,0,0,0,NULL,2,NULL,d07fe7938d217f41461bd7e2ab5c446b,1,1,0,13479916154896461133518,,"2021-03-12 10:00:00","0000-00-00 00:00:00",6.4257269,3.4485836,6.4257269,3.4485836,"2021-03-11 19:07:26",1765,1765,1,0,NULL,0,NULL,"2021-03-12 09:21:59","2021-03-12 06:20:54","2021-03-12 09:34:04","2021-03-12 06:10:37",2,1,0,0,0,-120,"2021-03-12 10:00:00",2021-03-12,"2021-03-12 08:00:00",2021-03-12,33517,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,0.00,2097152,0,2162.800,0.000,0.000,0.00,1,NULL,NULL,NULL,1,134799CK182,0.00,440.00,1,NULL,NULL,NULL,0,2162.80,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,2200.00,1100.00,2200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134800,4,4862,0,0,NULL,1,0,0,0,NULL,2,NULL,0d5952a50a586fc9725018c1e58d61c5,1,1,0,13479916154896461133518,,"0000-00-00 00:00:00","2021-03-12 10:36:00",6.553199699999999,3.3850739,6.553199699999999,3.3850739,"2021-03-11 19:07:26",1765,1765,1,0,NULL,0,NULL,"2021-03-12 10:29:05","2021-03-12 10:29:02","2021-03-12 10:29:09","2021-03-12 06:10:37",2,1,1,0,0,-120,"2021-03-12 10:36:00",2021-03-12,"2021-03-12 08:36:00",2021-03-12,104,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,0.00,2097152,1,2162.800,0.000,0.000,0.00,1,NULL,NULL,NULL,1,134799CK182,0.00,440.00,1,NULL,NULL,NULL,0,2162.80,1765,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.4257269,3.4485836&markers=color:red%7C6.553199699999999,3.3850739",2200.00,1100.00,2200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134803,4,4512,0,0,NULL,1,0,0,0,,0,NULL,38f0895422112d3d4c769b50fef9176d,1,1,0,13480316154917375682747,,"2021-03-12 09:00:00","0000-00-00 00:00:00",6.427825599999999,3.5252132,6.427825599999999,3.5252132,"2021-03-11 19:42:17",2202,2202,1,0,NULL,0,49585,"2021-03-11 19:48:20","2021-03-11 19:48:20","2021-03-11 19:53:43","2021-03-11 19:42:28",9,1,0,0,0,-60,"2021-03-12 09:00:00",2021-03-12,"2021-03-12 08:00:00",2021-03-12,55,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,3700.00,32,0,3615.300,0.000,0.000,3700.00,1,NULL,NULL,NULL,0,134803CK184,0.00,0.00,0,NULL,NULL,NULL,0,3615.30,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,3700.00,0.00,3700.00,"Package not ready",300.00,1,3400.00,1,,0.00,,0,0,0,370.00,1,0
134805,4,4512,0,0,NULL,1,0,0,0,NULL,2,NULL,b8f4f61bd102fbc9d1eb63338008fbff,1,1,0,13480516154928437194537,,"2021-03-12 09:00:00","0000-00-00 00:00:00",6.427825599999999,3.5252132,6.427825599999999,3.5252132,"2021-03-11 20:00:43",1765,1765,1,0,NULL,0,NULL,"2021-03-12 08:29:28","2021-03-12 07:55:38","2021-03-12 08:33:00","2021-03-12 06:30:46",2,1,0,0,0,0,"2021-03-12 09:00:00",2021-03-12,"2021-03-12 09:00:00",2021-03-12,11745,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,0.00,2097152,0,3615.300,0.000,0.000,0.00,1,NULL,NULL,NULL,1,134805CK185,0.00,740.00,1,NULL,NULL,NULL,0,3615.30,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,3700.00,1850.00,3700.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134806,4,4512,0,0,NULL,1,0,0,0,NULL,2,NULL,70254c3bc0e344a0f41842c72665f3ce,1,1,0,13480516154928437194537,,"0000-00-00 00:00:00","2021-03-12 10:16:00",6.601742299999999,3.316899899999999,6.601742299999999,3.316899899999999,"2021-03-11 20:00:43",1765,1765,1,0,NULL,0,NULL,"2021-03-12 11:16:30","2021-03-12 09:01:00","2021-03-12 11:16:37","2021-03-12 06:30:46",2,1,1,0,1,0,"2021-03-12 10:16:00",2021-03-12,"2021-03-12 10:16:00",2021-03-12,49079,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,0.00,2097152,1,3615.300,0.000,0.000,0.00,1,NULL,NULL,NULL,1,134805CK185,0.00,740.00,1,NULL,NULL,NULL,0,3615.30,1765,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.427825599999999,3.5252132&markers=color:red%7C6.601742299999999,3.316899899999999",3700.00,1850.00,3700.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
